status,shopify_product_id,handle,source_title,variants,first_sku,first_ean,size_confidence,missing_translations,outdated_translations,reason
included,9760958480722,cosmic-lion-portrait-wall-decal,Cosmic Lion Portrait Wall Decal | Orange and Black Vinyl Sticker,14,PRE-COSLIO-16I-ELEI,7341146755137,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,9862277202258,underwater-wall-decals-for-kids-08403,Underwater Ocean Wall Decal Set for Kids,1,1854408403,7341146761787,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,9862310363474,dinosaur-wall-decals-for-kids-fun-17654,Colourful Dinosaur Wall Decal Set for Kids,1,1840217654,7341146761800,high,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,9882789118290,forest-fox-wall-decal-woodland-nursery-68441,Forest Fox Wall Decal | Woodland Nursery Wall Sticker Art | Removable Sticker with Trees and Animals,1,1860168441,7341146764559,high,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,9887433589074,leaf-wall-decal-watercolor-greenery-09105,Leaf Wall Decal | Watercolor Greenery Wall Sticker Art | Removable Botanical Wall Stickers Living Room or Bedroom,1,1861709105,7341146765297,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,9911934058834,large-chalkboard-wall-decal-custom-61431,Large Chalkboard Wall Sticker | Classroom Write-On Vinyl,19,PRE-CHAWAL-16X-UBSE,7341146778129,high,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10143326077266,large-vine-leaf-wall-decal-botanical-76973,Large Vine Leaf Wall Decal | Botanical Wall Art | Greenery Wall Sticker,1,4328076973,7341146792743,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,10143342690642,large-vine-leaf-wall-decal-blush-pink-82453,Large Vine Leaf Wall Decal | Blush Pink Botanical Mural | Removable Greenery Wall Sticker,1,4328082453,7341146792750,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,10156188434770,ocean-wave-wall-decals-blue-watercolor-88467,Blue Ocean Wave Wall Decals | Watercolor Vinyl Sticker Set,1,4331588467,7341146794204,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10156188467538,watercolor-wave-wall-decals-set-minimal-86629,"Watercolor Wave Wall Decals Set | Minimal Ocean Wave Stickers | Blue Sea Vinyl Wall Art for Nursery, Beach House, or Coastal Room Decor",1,4331586629,7341146794198,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,10170293846354,hot-air-balloon-wall-decals-nursery-79990,Hot Air Balloon Wall Decals | Nursery Sticker Set,1,4335779990,7341146794730,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10170310230354,vintage-hot-air-balloon-wall-decals-82374,Vintage Hot Air Balloon Nursery Wall Decal Set,1,4335782374,7341146794747,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,10746740932946,3d-underwater-wall-vinyl-decal-13156,3D Underwater Wall Vinyl Decal | Jellyfish Coral Reef Broken Wall Illusion Sticker,15,PRE-3DUND-8IN-SF2I,7341146998039,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10769837457746,boho-fox-wall-vinyl-decal-colorful-81449,Boho Fox Wall Vinyl Decal | Colorful Mandala Animal Face Sticker,15,PRE-BOHFOX-8IN-DV0I,7341146998183,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10778032177490,daisy-lavender-wall-vinyl-decal-56046,Daisy Lavender Wall Vinyl Decal | Watercolor Floral Bouquet Sticker,15,PRE-DAILAV-8IN-5DAI,7341146998336,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10789779505490,sleeping-fairy-wall-vinyl-decal-cute-15947,Sleeping Fairy Wall Vinyl Decal | Cute Blue Flower Fairy Sticker,15,PRE-SLEFAI-8IN-FDKI,7341146999951,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10789785502034,sleeping-fairy-wall-vinyl-decal-cute-17365,Sleeping Fairy Wall Vinyl Decal | Cute Pink Lotus Flower Fairy Sticker,15,PRE-SLEFAI-8IN-FA8I,7341147000106,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10789799362898,cool-doberman-wall-vinyl-decal-dog-with-27802,Cool Doberman Wall Vinyl Decal | Dog With Sunglasses Sticker,15,PRE-COODOB-8IN-B2CI,7341147000250,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10789895176530,sun-and-moon-wall-vinyl-decal-celestial-58075,Sun and Moon Wall Vinyl Decal | Celestial Face Sticker,15,PRE-SUNAND-8IN-5CCI,7341147000403,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10802488541522,3d-japanese-garden-wall-vinyl-decal-zen-66626,3D Japanese Garden Wall Vinyl Decal | Zen Pagoda Bridge Broken Wall Illusion Sticker,15,PRE-3DJAP-8IN-GGQI,7341147000557,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10802776441170,3d-deer-wall-vinyl-decal-stag-broken-83020,3D Deer Wall Vinyl Decal | Stag Broken Wall Illusion Sticker,15,PRE-3DDEE-8IN-DEQI,7341147000809,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10807737680210,white-magnolia-branch-wall-vinyl-decal-70377,White Magnolia Branch Wall Decal,15,PRE-WHIMAG-8IN-KO8I,7341147003299,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10813202628946,watercolor-village-houses-wall-vinyl-45458,Watercolor Village Houses Wall Vinyl Decal | Cute Cottage Town Sticker,15,PRE-WATVIL-8IN-J66I,7341147003442,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10813248110930,cute-fox-wall-vinyl-decal-watercolor-50811,Cute Fox Wall Vinyl Decal | Watercolor Baby Fox Sticker With Scarf,15,PRE-CUTFOX-8IN-3CAI,7341147003596,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10824877637970,funny-cat-group-wall-vinyl-decal-75251,Funny Cat Group Wall Vinyl Decal | Cartoon Kittens Lineup Sticker,15,PRE-FUNCAT-8IN-JF0I,7341147004296,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
included,10824889991506,chamomile-daisies-wall-vinyl-decal-83432,Chamomile Daisies Wall Vinyl Decal | Watercolor Wildflower Meadow Sticker,15,PRE-CHADAI-8IN-U88I,7341147004449,medium — size range/single measurement derived from description,lt:title; lt:description; ru:description; lv:title; lv:description; fi:title; fi:description,,
excluded,7347918995706,decorative-wall-niche-decals,3D Decorative Wall Niche Decals | Modern Vase & Plant Set,20,,,,,,one or more variants have no reliably parsed size
excluded,7347938754810,custom-glowing-vinyl-wall-decal-customised-glow-in-dark-ceiling-sticker-personalised-made-vector-image-luminescent-sign-free-gift,"Custom Glow-in-the-Dark Wall Decal | Logo, Text & Art",19,,,,,,custom/personalized product excluded
excluded,7348025491706,40x-cactus-wall-decal-bedroom-nursery-room-vinyl-art-decor-sticker-plant-kitchen-decals-mural-baby-home-peel-stick-door-light-clings,Cactus Oasis Vinyl Wall Decals - Transform Your Space with Nature,6,,,,,,one or more variants have no reliably parsed size
excluded,7348059668730,constellations-vinyl-wall-stickers-zodiac-star-space-ceiling-art-decals-gold-stars-astronomy-set-kids-bedroom-nursery-decor,"Celestial Dreams Themed Vinyl Wall Stickers, Adhesive Decal Art for Walls",1,,,,,,already imported batch 001
excluded,7348150370554,custom-business-name-vinyl-wall-sticker-customized-office-letter-sign-decor-customize-personalized-large-lettering-decal,Personalized Office Wall Decal - Customized Business Name Sticker for Wall Decor,20,,,,,,custom/personalized product excluded
excluded,7348164264186,inspirational-wall-vinyl-quote-sticker-motivational-positive-inspiration-decal-motivating-bedroom-classroom-saying-words-are-powerful,"""Inspire and Elevate"" Motivational Wall Vinyl Decal - Optimal for Personal Inspiration",6,,,,,,already imported batch 001
excluded,7348202832122,50x-cross-sticker-vinyl-wall-decor-the-adhesive-home-decal-crossing-line-small-black-decoration-for-boy-girl-large-office-stick,Adhesive CrossLine Vinyl Wall Decals - Artistic Home Accentuation Solution,6,,,,,,one or more variants have no reliably parsed size
excluded,7348263682298,custom-personalized-handwriting-sticker-hand-writing-quote-gift-wall-drawn-vinyl-decal-made-lettering-written-in-calligraphy-sigm-mural,Personalized Custom Quote Wall Decal - Handwritten Vinyl Sticker for Unique Decoration,20,,,,,,custom/personalized product excluded
excluded,7348266533114,picture-frame-wall-sticker-photo-frames-vinyl-decal-polaroid-family-planner-custom-heart-decals-interior-room-decor-stickers-photos,Personalized Elegant Frame Decal - Stylish Wall Decor Sticker,8,,,,,,custom/personalized product excluded
excluded,7348304543994,12x-flock-of-birds-wall-sticker-vinyl-flying-decal-art-decor-peel-and-stick-mural-stickers-silhouettes-decoration-bird-decals,Stylish Bird Themed Wall Decal Sticker Set - Visual Aesthetic Design enhancement,12,,,,,,one or more variants have no reliably parsed size
excluded,7348334133498,40x-triangle-wall-vinyl-decals-nursery-kids-room-black-stickers-for-decor-white-geometric-baby-removable-sticker-shapes-pattern-decal,Geometric Triangle Wall Decal Set - 40 Piece Vinyl Wall Art Stickers,11,,,,,,one or more variants have no reliably parsed size
excluded,7348335575290,40x-bee-wall-stickers-bumble-queen-honey-decor-for-bedroom-the-living-room-nursery-removable-vinyl-decals-baby-home-art-cute-bumblebee,Bumblebee Wall Decals - Enchanting Vinyl Stickers for Interior Decoration,11,,,,,,one or more variants have no reliably parsed size
excluded,7348336591098,40x-cloud-wall-decals-nursery-stickers-clouds-decal-for-baby-room-girl-boy-kids-ceiling-decor-removable-decorations-vinyl-mural-sticker-1,"WhimsiCloud Children's Wall Stickers, Removable Kid's Room Wall Decals",11,,,,,,one or more variants have no reliably parsed size
excluded,7348339245306,50x-glasses-wall-decals-decor-spectacles-sticker-for-bedroom-living-room-gold-vinyl-decal-adhesive-pairs-of-glasses-cell-stickers,"Pack of 50 Spectacular Wall Decals, Spectacles Design Wall Stickers",14,,,,,,one or more variants have no reliably parsed size
excluded,7348339310842,100x-arrow-wall-stickers-arrows-sticky-sticker-decal-directional-sign-small-vinyl-decals-for-large-room-tribal-adhesive-triangle,WhimsyArrows Vinyl Wall Decals - Wall Art Stickers for Decoration,6,,,,,,one or more variants have no reliably parsed size
excluded,7348342161658,50x-pineapple-wall-decals-gold-decor-decal-bedroom-sticker-art-stickers-decorations-for-a-room-girls-home-cute-nursery-vinyl-wallpaper,Chic Vinyl Wall Decals: Golden Pineapple Stylish Wall Stickers,7,,,,,,one or more variants have no reliably parsed size
excluded,7348342849786,cat-sticker-cute-vinyl-funny-cats-lover-gift-lovers-decal-art-pet-black-kitten-stickers-decor-silhouettes-kitty-die-cut,Adorable Cat Silhouette Decal Vinyl Sticker - Trendy Pet-Themed Wall Art Accessory,18,,,,,,one or more variants have no reliably parsed size
excluded,7348345831674,refrigerator-smiley-face-decal-happy-chef-smile-fridge-door-vinyl-sticker-for-kitchen-home-stick-adhesive-smiling-dining-decor,Happiness Wall Decal Sticker for Kitchen - Stylish and Adhesive Wall Art Decorations,16,,,,,,one or more variants have no reliably parsed size
excluded,7632906682618,nursery-cloud-dream-wall-sticker-baby-animal-decor-decal-for-boy-girl-room-toddler-infant-and-newborn-kid-shower-moon-star-decoration,Adorable Infant Animal Sky Wall Decal - Creative Kids Room Mural Decoration,12,,,,,,one or more variants have no reliably parsed size
excluded,7632910844154,baby-nursery-wall-decor-sticker-animal-cloud-dream-decal-for-boy-girl-room-toddler-infant-and-newborn-kid-shower-moon-star-decoration,"Cloud Animal Dream Wall Decal: Wall Sticker, Vinyl Artwork Decoration, Wall Tattoo",12,,,,,,one or more variants have no reliably parsed size
excluded,7718026313978,penguins-and-fox-wall-stickers-for-kids-balloons-decal-for-baby-girl-kid-boy-nursery-room-decoration-hot-air-ballon-clouds-wallpaper,"WhimsyLand Wall Decals: Penguin, Fox & Hot Air Balloon Themed Stickers",19,,,,,,one or more variants have no reliably parsed size
excluded,7736833016058,fish-vinyl-wall-sticker-set-art-decor-cute-waterproof-fishing-ocean-outdoor-decoration-decal-decorative-gift-window-sea-flyfishing-mural,"Underwater Oasis Wall Decal Set, Vinyl Wall Graphics, DIY Wall Art Stickers",10,,,,,,one or more variants have no reliably parsed size
excluded,7761777590522,cool-thinking-monkey-wall-sticker-inspired-by-banksy-street-art-graffiti-vinyl-decal-dj-chimp-thinker-in-headphones-mural-decal-47-x-33-inches-120x80-cm,Contemplative Chimp Design Wall Sticker Wall Decal – Removable Peel & Stick Wall Sticker,1,,,,,,one or more variants have no reliably parsed size
excluded,7762460573946,penguins-and-fox-wall-stickers-for-kids-balloons-decal-for-baby-girl-kid-boy-nursery-room-decoration-hot-air-ballon-clouds-wallpaper-1,"Adorable Animal Wall Stickers, Fauna Art Decals, Charming Creature Wall Appliques",19,,,,,,one or more variants have no reliably parsed size
excluded,7762461950202,ocean-whales-wall-sticker-for-kids-room-decor-the-under-sea-life-baby-boy-nursery-decal-fish-theme-classroom-peel-and-stick-decoration,"Ocean Themed Undersea Adventure Wall Sticker Decal Set, Nautical Decor Art",1,,,,,,one or more variants have no reliably parsed size
excluded,7762461982970,ocean-whales-wall-sticker-for-kids-room-decor-fish-theme-baby-boy-nursery-decal-the-under-sea-life-classroom-peel-and-stick-decoration,Undersea Themed Wall Decal Set - Ocean Wonders Wall Vinyl Stickers,1,,,,,,one or more variants have no reliably parsed size
excluded,7938581135610,24x-daisy-wall-decals-white-flowers-room-decor-stickers-kids-girls-nursery-floral-decoration-bedroom-peel-and-stick-white-vinyl-decal,"Boho Vinyl Wall Stickers, Blossom Flower Decorative Wall Decals, Peel & Stick Art Mural",15,,,,,,one or more variants have no reliably parsed size
excluded,8567538155858,gold-thin-lines-circle-dots-stickers-geometric-peel-and-stick-decals-for-sophisticated-bedroom-decor-elegant-long-lines-vinyl-decals,Chic Geometric Pattern Gold Wall Decal Collection,1,,,,,,one or more variants have no reliably parsed size
excluded,8568352440658,leaf-wall-decor-stickers-botanical-peel-stick-green-leafs-decals-nursery-olive-floral-vinyl-decal-tropical-branch-for-bedroom-sticker_1299734630_,Olive Botanical Vinyl Wall Stickers: Redefine Your Area with Natural Sophistication,1,,,,,,one or more variants have no reliably parsed size
excluded,8568354668882,hot-air-balloon-wall-stickers-animals-clouds-nursery-decor-decal-baby-kids-room-art-watercolor-vinyl-decoration-decals-toddler-sticker_1299656898_,"Adventure Sky Wall Stickers, Whimsical Atmosphere Decals for Walls",4,,,,,,one or more variants have no reliably parsed size
excluded,8568369512786,forest-animals-and-trees-wall-decal-for-kids-room-nursery-woodland-stickers-with-watercolor-tree-big-wall-decor-set_1470215385_,Woodland Wonders Vinyl Wall Decal Set - Whimsical Animal & Forest Theme Stickers,3,,,,,,one or more variants have no reliably parsed size
excluded,8568369676626,black-thin-line-stickers-mountains-peel-and-stick-stripe-wall-decals-decor-geometric-nursery-room-long-lines-shape-vinyl-decal_1440129137_,Black Mountain Line Peel and Stick Decals - Trendy Wall Stickers,1,,,,,,already imported batch 001
excluded,8568369709394,heart-bubbles-girl-wall-sticker-street-art-graffiti-love-vinyl-decal-removable-nursery-girls-room-decor-cute-bubble-hearts-mural_1410594014_,Graffiti Art Wall Decal - Bubble Love Heart Street Art Sticker,40,,,,,,one or more variants have no reliably parsed size
excluded,8568372265298,cute-baby-lama-nursery-wall-decal-alpaca-wall-sticker-for-kids-room-decor-watercolor-llamas-animal-in-flowers-llama-many-sizes-available_1540003832_,"Whimsical Alpaca Wall Sticker, Delightful Wall Decal, Attention-Grabbing Wall Decals Alpacas",17,,,,,,one or more variants have no reliably parsed size
excluded,8568375017810,premium-peel-and-stick-daisy-flower-wall-decals-perfect-for-kids-room-nursery-and-bedroom-white-vinyl-sticker-floral-decoration-_1506916316_,Daisy Flower Wall Decals - Peel and Stick Whimsical Blooms Decorative Stickers,1,,,,,,one or more variants have no reliably parsed size
excluded,8568425152850,large-christmas-tree-wall-sticker-green-pine-vinyl-decal-decoration-for-living-room-peel-stick-kids-holiday-removable-mural-decor_1335832830_,Christmas Pine Wall Decal - Festive Holiday Wall Sticker - Tree Design,17,,,,,,one or more variants have no reliably parsed size
excluded,8568426234194,36x-rainbow-circle-wall-decals-dots-stickers-room-decor-dot-shapes-colorful-vinyl-decal-round-circles-shape-confetti-diy-vivid-sticker_1425909406_,Vibrant Circle Wall Decals: Vinyl Stickers for Colorful Whimsical Decor,18,,,,,,one or more variants have no reliably parsed size
excluded,8568427151698,outer-space-wall-decals-astronaut-and-galaxy-planet-stickers-rocket-solar-system-decor-for-kids-boys-girls-nursery-bedroom-cosmos-gift_1511579066_,Stellar Journey Wall Stickers - Galaxy Themed Wall Decals for Kids and Adults,1,,,,,,one or more variants have no reliably parsed size
excluded,8568427675986,farm-theme-wall-stickers-watercolor-animals-houses-and-fences-decor-perfect-for-kids-room-transformation-cows-farming-decals_1512281340_,Farmyard Wall Decals: Whimsical Countryside Kids Room Transformative Decorations,1,,,,,,one or more variants have no reliably parsed size
excluded,8568427708754,50x-kids-playroom-round-dots-decals-watercolor-play-sign-stickers-nursery-preschool-colorful-decorations-removable-circles-vinyl-diy_1525801569_,Playful Watercolor Dots: Vibrant Wall Decals for Play Areas and Children's Spaces,6,,,,,,one or more variants have no reliably parsed size
excluded,8568435212626,24x-boho-daisy-wall-stickers-brown-flowers-room-decor-decals-bedroom-peel-and-stick-vinyl-decal-kids-girls-nursery-floral-decoration_1418715839_,"Boho Blossom Daisy Wall Stickers, Decorative Flower Decal, Tree Branch Peel & Stick Art",16,,,,,,one or more variants have no reliably parsed size
excluded,8568435245394,50x-neutral-boho-dots-decals-nursery-baby-kids-room-pastel-circle-wall-stickers-decor-earthy-colorful-removable-circles-vinyl-murals-diy_1389583222_,Boho Circle Wall Decals - Vibrant Kids & Children’s Removable Stickers,18,,,,,,one or more variants have no reliably parsed size
excluded,8568443535698,banksy-suicide-girl-with-butterfly-wall-decal-bansky-street-art-graffiti-gun-vinyl-sticker-for-wall-teen-room-love-mural_1423202143_,Butterfly Girl Vinyl Sticker - Emotional Street Art Wall Decal,17,,,,,,one or more variants have no reliably parsed size
excluded,8568446484818,custom-wall-decal-logo-create-personalized-business-customized-sticker-customize-large-vinyl-personal-made-customizable-personalize_974110908_,Custom Business Logo Vinyl Wall Decal,20,,,,,,custom/personalized product excluded
excluded,8568446517586,custom-personalized-stickers-decals_974113294_,Custom Vinyl Wall Decal from Your Design,20,,,,,,custom/personalized product excluded
excluded,8568446746962,watercolor-llama-floral-wall-decal-cute-alpaca-girls-room-vinyl-sticker-decor-cute-lama-wall-decoration-many-sizes-available_1554193561_,Artistic Alpaca and Floral Wall Decal - Watercolor Vinyl Llama Sticker,17,,,,,,one or more variants have no reliably parsed size
excluded,8568459559250,custom-scripture-wall-sticker-personalized-bible-verse-quotes-decal-church-wall-art-sayings-removable-vinyl-lettering-sign-text_1489727961_,Personalized DivineVerse Scripture Decal: Bible Inspirational Quotes Decal Sticker,14,,,,,,custom/personalized product excluded
excluded,8568466571602,christian-wall-vinyl-sticker-inspirational-bible-religious-quote-decal-family-saying-love-word-for-bedroom-living-room-biblical-decor_1270264955_,We Love Each Other Wall Decal | Family Values Quote,3,,,,,,already imported batch 001
excluded,8568466702674,circle-boho-wall-decal-round-bedroom-bed-arch-headboard-modern-sticker-large-vinyl-dot-shape-room-decor-scandinavian-light-color-style_1409014470_,Scandinavian Style Circle Wall Sticker Decal for Interior Design,100,,,,,,50 or more variants; export may be truncated
excluded,8568471454034,hanging-plant-basket-wall-sticker-tropical-pot-living-room-decor-decals-botanical-garden-themed-idea-vinyl-mural-peel-stick-decoration_1388830956_,Botanical Oasis Wall Sticker - Tropical Hanging Plant Basket Decal,6,,,,,,one or more variants have no reliably parsed size
excluded,8568474992978,abstract-hand-silhouette-wall-decal-set,Abstract Hand Silhouette Wall Decal Set | Vinyl Stickers,6,,,,,,one or more variants have no reliably parsed size
excluded,8609944404306,gym-quote-wall-decal-motivational-51829,Muscles Are Built on Consistency Gym Wall Decal,18,,,,,,one or more variants missing SKU
excluded,8609991524690,dino-merry-christmas-wreath-wall-decal-97521,Dino Merry Christmas Wreath Wall Decal - Funny Dinosaur T-Rex in Red Hat Sticker - Festive Wall Art Mural -  Removable Holiday Decor,32,,,,,,one or more variants missing SKU
excluded,8609992868178,floral-green-wreath-wall-decal-with-red-93011,Christmas Floral Wreath Wall Decal with Red Bow,8,,,,,,one or more variants missing SKU
excluded,8609993294162,christmas-wreath-wall-decal-lights-87515,Christmas Wreath Wall Decal - Lights Ornaments Decor Sticker - Festive Wall Art Mural - Peel and Stick Removable Holiday Home Decor,8,,,,,,one or more variants missing SKU
excluded,8609993982290,colorful-humorous-santa-in-glasses-04680,Colorful Humorous Santa in Glasses & Sleigh Wall Decal - Funny Christmas Silhouette Stickers - Holiday Home Decor - Festive Wall Art Mural,8,,,,,,one or more variants missing SKU
excluded,8610024554834,floral-elephant-wall-decal-colorful-35858,Floral Elephant Wall Decal | Colourful Nursery Vinyl Sticker,27,,,,,,one or more variants missing SKU
excluded,8610032353618,vibrant-rainbow-sea-turtle-wall-decal-34122,Vibrant Rainbow Sea Turtle Wall Decal - Ocean Life Removable Tortoises Sticker - Ideal for Marine Themed Rooms - Marine Turtle Mural,14,,,,,,one or more variants missing SKU
excluded,8610036580690,charming-giraffe-with-glasses-wall-decal-40244,Charming Giraffe with Glasses Wall Decal - Vibrant Watercolor Toddler Sticker Room Decor - Easy-to-Apply & Repositionable Safari Animal Art,17,,,,,,one or more variants missing SKU
excluded,8610041856338,hanging-vine-wall-sticker-green-ivy-68417,"Hanging Vine Wall Sticker - Green Ivy Leaves Decal - Versatile Floral Decor for Living Room, Bedroom, Sofa Background and Wall Decoration",1,,,,,,one or more variants missing SKU
excluded,8610050277714,banksy-inspired-thinking-monkey-decal-in-46956,Pink Monkey with Headphones Wall Decal | Street Art Vinyl Sticker,19,,,,,,one or more variants missing SKU
excluded,8610052342098,woman-floral-hair-wall-decal,Woman with Floral Hair Wall Decal | Monochrome Portrait,27,,,,,,one or more variants missing SKU
excluded,8610052964690,gold-thin-lines-circle-dots-stickers-88942,Gold Thin Lines & Circle Dots Stickers - Geometric Peel and Stick Decals for Sophisticated Bedroom Decor - Elegant Long Lines Vinyl Decals,21,,,,,,one or more variants missing SKU
excluded,8747092345170,contemporary-smoky-glass-door-sticker-44618,Contemporary Smoky Glass Door Sticker - Abstract Gradient Transparency Glass Wall Decal for Privacy and Decor,9,,,,,,one or more variants missing SKU
excluded,8747093197138,contemporary-smoky-glass-door-sticker-29282,Contemporary Smoky Glass Door Sticker - Abstract Gradient Transparency Glass Wall Decal for Privacy and Decor,9,,,,,,one or more variants missing SKU
excluded,8747095392594,mouse-hole-wall-decal,3D Mouse Hole Wall Decal | Brown Mouse Peeking Sticker,1,,,,,,one or more variants missing SKU
excluded,8747096768850,fire-race-car-wall-decal,3D Fire Race Car Wall Decal | Sports Car Breakthrough Sticker,20,,,,,,one or more variants missing SKU
excluded,8747147755858,custom-wall-decal-logo-sticker-print-96873,Custom Wall Decal Logo Sticker Print - Personalized Vinyl Label Printed Shape Cut - Business Printing Product - Round Photo Door Die Sign,27,,,,,,custom/personalized product excluded
excluded,8747164369234,custom-glowing-vinyl-wall-decal-47284,Custom Glowing Vinyl Wall Decal - Customised Glow in Dark Ceiling Sticker - Personalised Made Vector Image Luminescent Sign,20,,,,,,custom/personalized product excluded
excluded,8747166761298,stylized-tree-wall-sticker-with-colorful-48223,Stylized Tree Wall Sticker with Colorful Leaves - Modern and Artistic Vinyl Decal for Room Decor - Elegant  Floral Branch Wall Art Decor,16,,,,,,duplicate SKU within product
excluded,8747173019986,100x-arrow-wall-stickers-arrows-sticky-45687,100x Arrow Wall Stickers - Arrows Sticky Sticker Decal Directional Sign - Small Vinyl Decals For Large Room - Tribal Adhesive Triangle,6,,,,,,one or more variants have no reliably parsed size
excluded,8747176100178,custom-scripture-wall-sticker-27961,Custom Scripture Wall Sticker | Bible Verse Lettering,20,,,,,,custom/personalized product excluded
excluded,8747179442514,custom-business-name-vinyl-wall-sticker-91825,Custom Business Name Vinyl Wall Sticker - Customized Office Letter Sign Decor - Customize Personalized Large Lettering Decal,20,,,,,,custom/personalized product excluded
excluded,8747184161106,banksy-girl-with-heart-balloon-wall-11397,Girl with Heart Balloon Wall Decal,20,,,,,,one or more variants have no reliably parsed size
excluded,8747185275218,circle-boho-wall-decal-round-bedroom-14470,Circle Boho Wall Decal - Round Bedroom Bed Arch Headboard Modern Sticker - Large Vinyl Dot Shape Room Decor - Scandinavian Light Color Style,100,,,,,,50 or more variants; export may be truncated
excluded,8747195466066,vintage-anchor-wall-decal-collection-06471,Vintage Anchor Wall Decal Collection - Set of 25 Nautical Vinyl Stickers - Customizable Retro Maritime Wall Art Decals,330,,,,,,50 or more variants; export may be truncated
excluded,8747196121426,hanging-plant-basket-wall-sticker-30956,Hanging Plant Basket Wall Sticker - Tropical Pot Living Room Decor Decals - Botanical Garden Themed Idea Vinyl Mural Peel Stick Decoration,18,,,,,,one or more variants have no reliably parsed size
excluded,8747200676178,custom-business-name-vinyl-wall-sticker-90879,Custom Business Name Vinyl Wall Sticker - Customized Office Letter Sign Decor - Customize Personalized Large Lettering Decal,3,,,,,,custom/personalized product excluded
excluded,8747230396754,50x-cross-sticker-vinyl-wall-decor-the-62706,50x Cross Sticker Vinyl Wall Decor - The Adhesive Home Decal Crossing Line - Small Black Decoration For Boy Girl - Large Office Stick,15,,,,,,one or more variants have no reliably parsed size
excluded,8747232526674,custom-wall-decal-of-your-pet-37117,Custom Wall Decal Of Your Pet - Personalized Dog Lover Portrait Vinyl Sticker Gift Idea - Customized My Love Memorial,324,,,,,,custom/personalized product excluded
excluded,8747261788498,220x-white-stars-wall-stickers-moon-83637,220x White Stars Wall Stickers - Moon Decor Vinyl Decals For Boy Girl Baby Nursery Kid Room,1,,,,,,one or more variants have no reliably parsed size
excluded,8747266802002,circle-wall-stickers-black-2-inches-09733,Circle Wall Stickers - Black 2 Inches Round Dot Labels - Small Colored Blank Removable Plain Decals Pack - Adhesive Game Sticky Color Print,24,,,,,,one or more variants have no reliably parsed size
excluded,8747282923858,hummingbird-wall-vinyl-sticker-colibri-46653,Hummingbird Wall Vinyl Sticker - Colibri Art Decor Humming Bird Cute Colorful Home Decal Gift - Waterproof Flying Tropical Exotic Baby Mural,420,,,,,,50 or more variants; export may be truncated
excluded,8747309039954,40x-circle-wall-vinyl-decals-gold-dots-70350,40x Circle Wall Vinyl Decals - Gold Dots Stickers Decal For Bedroom Kids Room Girls Nursery Decor - Circles Art Black Baby Removable Sticker,24,,,,,,one or more variants have no reliably parsed size
